z,dens
-29.5,0.2884140541015175
-28.5,0.2884931930112274
-27.5,0.28898199436353533
-26.5,0.2898999193715734
-25.5,0.2912547365569883
-24.5,0.2930413178709454
-23.5,0.2952378754354557
-22.5,0.2977985998256884
-21.5,0.3006407482757189
-20.5,0.30362267722240804
-19.5,0.30650664210715023
-18.5,0.308895865315682
-17.5,0.3101303465180841
-16.5,0.30913313792458513
-15.5,0.3043140850263547
-14.5,0.2945670549019232
-13.5,0.2898520683517595
-12.5,0.3878022504234099
-11.5,1.0451246821545845
-10.5,4.941223490490328
-9.5,1.8788180975944018
-8.5,3.0489147933623792
-7.5,1.0839858736228318
-6.5,6.295444375727959
-5.5,14.9689979916479
-4.5,13.915234171223206
-3.5,11.826048103333246
-2.5,5.684843386824187
-1.5,5.544993173326104
-0.5,4.929985470560801
0.5,10.329597212295193
1.5,10.705593930836304
2.5,19.117776630039153
3.5,28.708122743207884
4.5,124.34140793996274
5.5,268.3043267464306
6.5,180.9877482559642
7.5,54.80428213333741
8.5,29.689164877294647
9.5,10.6386619158932
10.5,21.266226614544024
11.5,20.41363985337357
12.5,34.59816280705032
13.5,27.494372848201532
14.5,56.97374448006337
15.5,93.56249989443361
16.5,72.54620059944129
17.5,32.612711773209995
18.5,4.665767135853287
19.5,0.2886591529878721
20.5,0.2920329969355674
21.5,0.2931220666418082
22.5,0.29387601476342334
23.5,0.29390848360040556
24.5,0.2933306162147127
25.5,0.29238245392003426
26.5,0.2912900989312273
27.5,0.2902322168832095
28.5,0.28934121144012137
29.5,0.28871254542307523
