z,dens
-29.5,0.5056381052910033
-28.5,0.5160110808559855
-27.5,0.5290275885143112
-26.5,0.5449063222770972
-25.5,0.5640028485774344
-24.5,0.586843201612961
-23.5,0.6141867281144113
-22.5,0.6471377404106897
-21.5,0.6873474650591004
-20.5,0.7373984417104459
-19.5,0.8015932331550144
-18.5,0.8877425797006382
-17.5,1.011791109294955
-16.5,1.212123896077963
-15.5,1.606274471881816
-14.5,2.6895963458527246
-13.5,6.773687935844543
-12.5,13.29841589697994
-11.5,4.024141384748551
-10.5,8.137337316501455
-9.5,6.519142530642394
-8.5,7.30705098939905
-7.5,5.146817908355154
-6.5,11.844819116515175
-5.5,4.945939265450271
-4.5,14.751137586344484
-3.5,3.2869881717562435
-2.5,16.259818083404813
-1.5,21.5793467817615
-0.5,246.7534741811263
0.5,597.1413510957318
1.5,266.27719125529995
2.5,44.09881731565142
3.5,15.189978269783534
4.5,11.712604435930514
5.5,10.887785149840838
6.5,14.871337250967716
7.5,21.317120453046176
8.5,30.508441212679458
9.5,10.709098221464323
10.5,89.88307340164702
11.5,448.5848502561355
12.5,668.3935192548167
13.5,423.63654672618486
14.5,144.71423848910626
15.5,34.591561644922685
16.5,0.6280810174039143
17.5,2.18058646243559
18.5,0.8702734886737896
19.5,0.756132331403338
20.5,0.6522608121275972
21.5,0.5876095047390858
22.5,0.5467637999367665
23.5,0.5208189255448532
24.5,0.5046529022784336
25.5,0.49524075086374286
26.5,0.49075720007056106
27.5,0.490090247656181
28.5,0.4925698580868332
29.5,0.4978135331848828
