z,dens
-29.5,0.079523493934119
-28.5,0.07995250945956103
-27.5,0.08037691366130909
-26.5,0.08075387896177774
-25.5,0.08102055474341394
-24.5,0.08108734805474825
-23.5,0.08083328901774693
-22.5,0.08011826852085448
-21.5,0.07887374592940423
-20.5,0.07753320235966832
-19.5,0.07892152857660394
-18.5,0.0954457687121724
-17.5,0.16808787842091075
-16.5,0.4522768597382816
-15.5,2.670968091951099
-14.5,0.8431749152957094
-13.5,0.10799321373744727
-12.5,2.6347822456787617
-11.5,0.1635721545077004
-10.5,4.404121259436149
-9.5,2.6664625709076017
-8.5,2.9896504515141222
-7.5,1.7890576901711983
-6.5,3.4398823392426525
-5.5,3.329474139767944
-4.5,4.812418467306883
-3.5,7.738196595649534
-2.5,4.232472348297038
-1.5,12.145674437908921
-0.5,9.349818010977039
0.5,7.624624448195471
1.5,11.204629467167418
2.5,16.55020741097068
3.5,11.116373911753298
4.5,50.57496804054104
5.5,80.71967514114542
6.5,100.11922677266266
7.5,56.309074808421855
8.5,29.501515477941304
9.5,21.737782938818594
10.5,21.818704902777384
11.5,27.416861291818755
12.5,30.287370390001133
13.5,15.436852909199676
14.5,14.081334639147462
15.5,9.294487283779015
16.5,3.2277866637166124
17.5,0.16242081595994992
18.5,0.07764744047547621
19.5,0.07772437285576436
20.5,0.07771899184833017
21.5,0.07769705490841261
22.5,0.07770490257619093
23.5,0.07775338750180048
24.5,0.07784699925028236
25.5,0.07799047580248193
26.5,0.07818828897999755
27.5,0.07844314437877854
28.5,0.07875467417398846
29.5,0.07911823352481441
