z,dens
-29.5,1.021664248892032
-28.5,0.9661184879804972
-27.5,0.9207088328915907
-26.5,0.8833964614380935
-25.5,0.8528293744541955
-24.5,0.8281241084375933
-23.5,0.8087528848849713
-22.5,0.7944978832390901
-21.5,0.7854601910270946
-20.5,0.7821299337009775
-19.5,0.7855470859699669
-18.5,0.7976243398715088
-17.5,0.821798724552777
-16.5,0.8644318201834716
-15.5,0.9381730606529771
-14.5,1.0716338879788017
-13.5,1.3473066085660435
-12.5,2.184669244206068
-11.5,22.55000168956823
-10.5,10.941478659852661
-9.5,29.640451014312855
-8.5,18.47929954179577
-7.5,15.24953060940811
-6.5,16.452310652244954
-5.5,9.74981987471253
-4.5,19.454686165315255
-3.5,14.88600302512947
-2.5,17.40292830307894
-1.5,11.243516715643283
-0.5,14.552555019738467
0.5,18.428255569962538
1.5,22.593610897885092
2.5,16.387581116986286
3.5,15.741243597323228
4.5,12.645281601201752
5.5,19.93302497323661
6.5,23.358536667398475
7.5,28.421348406261046
8.5,21.726413121696982
9.5,31.76741837073493
10.5,34.03651654236429
11.5,90.73431305941686
12.5,98.82678986549351
13.5,158.75314686019576
14.5,362.6376409315281
15.5,409.4814610302111
16.5,442.5427803425767
17.5,511.6343663849586
18.5,577.7242399950876
19.5,415.67044671551434
20.5,166.74740911893343
21.5,59.90751932025421
22.5,20.209624847570296
23.5,2.5522936232809426
24.5,2.0725897096864205
25.5,1.6831919702640303
26.5,1.4489810064465967
27.5,1.2917253410331848
28.5,1.1776205105156796
29.5,1.0904836053417697
