z,dens
-29.5,0.10830540450389797
-28.5,0.12383497679368884
-27.5,0.142634620453761
-26.5,0.16553957922138737
-25.5,0.19381568799520568
-24.5,0.22938496639983516
-23.5,0.27524086132672226
-22.5,0.33624982853803875
-21.5,0.4208170974546761
-20.5,0.5447232369148799
-19.5,0.741335715153166
-18.5,1.0954248045175237
-17.5,1.9089144579659547
-16.5,6.784983970771173
-15.5,16.230212770444425
-14.5,11.096905483469433
-13.5,9.33820245691382
-12.5,7.015625514353533
-11.5,10.59953666488608
-10.5,11.514318758485318
-9.5,5.227452019076881
-8.5,14.70358468024679
-7.5,15.322997137726752
-6.5,15.850641252195791
-5.5,22.664780576612806
-4.5,13.057901994271116
-3.5,12.442723155567172
-2.5,17.314035601276967
-1.5,53.54477079093571
-0.5,59.63588778768835
0.5,164.15728276075106
1.5,552.3067568817829
2.5,729.8207005284653
3.5,669.8778938602924
4.5,225.22466569330888
5.5,64.34039959497771
6.5,39.511299777186615
7.5,0.4017854141333357
8.5,1.5601480294551349
9.5,1.0830611611537728
10.5,0.7798895222606235
11.5,0.5829075500965161
12.5,0.4491098618647832
13.5,0.35441270678514264
14.5,0.2850331811725167
15.5,0.2327348688351398
16.5,0.19239133419497964
17.5,0.1607052461699539
18.5,0.13550842487228437
19.5,0.11536603423390408
20.5,0.09934668331051455
21.5,0.0868837419023113
22.5,0.0776801848583788
23.5,0.07161968063057803
24.5,0.06866047084778737
25.5,0.06872569952287316
26.5,0.07164615878674563
27.5,0.07719451735111661
28.5,0.08517679791460366
29.5,0.09551652274738358
