z,dens
-29.5,0.6362086928553108
-28.5,0.6530485544607835
-27.5,0.6725495572580581
-26.5,0.6950618562485422
-25.5,0.721043811366938
-24.5,0.7510989714408245
-23.5,0.7860350207391075
-22.5,0.8269606867405891
-21.5,0.8754527850012828
-20.5,0.9338626814308799
-19.5,1.0059248068452007
-18.5,1.0980928444422509
-17.5,1.2228841475628387
-16.5,1.408864894619392
-15.5,1.7387283969706313
-14.5,2.5410933788825325
-13.5,3.516206580357876
-12.5,1.3564087208602083
-11.5,1.7435699994333909
-10.5,2.503114399504299
-9.5,0.5156324633552717
-8.5,2.6200008271280053
-7.5,1.503170679749746
-6.5,3.6634063324324933
-5.5,2.186766564447118
-4.5,6.835005015581075
-3.5,2.1959486343354855
-2.5,12.866610944425133
-1.5,9.050568342693111
-0.5,33.05131304386262
0.5,88.23998867173836
1.5,1009.293444056052
2.5,2356.1533581309927
3.5,1826.091471222558
4.5,698.2379009686578
5.5,181.9226957323101
6.5,105.80392581603301
7.5,115.601782402651
8.5,122.12805957445894
9.5,121.80006123224379
10.5,126.3317734895632
11.5,46.05240189114333
12.5,4.666745088240663
13.5,4.663599056984086
14.5,0.5629966244480608
15.5,0.7295970392185175
16.5,0.6878850466309236
17.5,0.6506461871765234
18.5,0.6228734172571486
19.5,0.603678911113424
20.5,0.5910955654301683
21.5,0.5834984810635703
22.5,0.579736093620425
23.5,0.5790348164947925
24.5,0.5808924661376436
25.5,0.5849976064995386
26.5,0.5911746286101184
27.5,0.5993482377781619
28.5,0.6095216661617714
29.5,0.6217646430549139
