z,dens
-29.5,2.4559866360208753
-28.5,2.3509277225720235
-27.5,2.2627691325037644
-26.5,2.1891483564492926
-25.5,2.128467643037874
-24.5,2.0798317495116163
-23.5,2.04314272666412
-22.5,2.019461037652879
-21.5,2.011959232419177
-20.5,2.0284508681398323
-19.5,2.088812624249081
-18.5,2.250493951195413
-17.5,2.7159625688160065
-16.5,4.346365650821297
-15.5,27.44889688751513
-14.5,12.520178794480831
-13.5,10.2338266355568
-12.5,8.133055821424595
-11.5,16.045393638559737
-10.5,15.072631237066158
-9.5,29.377130120882462
-8.5,18.078646675678115
-7.5,25.387550465581967
-6.5,39.7003402403081
-5.5,69.08947453499118
-4.5,167.33510089275353
-3.5,224.91068845833672
-2.5,243.62189238997118
-1.5,272.4374657032478
-0.5,163.07912488999156
0.5,56.99834830128097
1.5,33.97921480457524
2.5,29.679800880651655
3.5,25.671362491393037
4.5,31.17585518800535
5.5,22.654173646350937
6.5,25.4379301687961
7.5,21.999593852486026
8.5,35.38607375666868
9.5,24.73798319841375
10.5,99.92153796780636
11.5,191.58127008411137
12.5,253.0610671065053
13.5,334.19548326811156
14.5,335.57836036515465
15.5,290.5436775830118
16.5,226.1931748533618
17.5,198.1995861689624
18.5,160.0080706177859
19.5,58.298856161604526
20.5,2.072245838838771
21.5,6.888145489776618
22.5,4.99671185503511
23.5,4.268208555836324
24.5,3.7774844724534136
25.5,3.4159078236091176
26.5,3.1362518176754994
27.5,2.9131701787081172
28.5,2.7314488221660884
29.5,2.5812724033107863
