z,dens
-29.5,0.47245652792355197
-28.5,0.4648885759556446
-27.5,0.4594519191805417
-26.5,0.4563347759960396
-25.5,0.4559423496781631
-24.5,0.45904868609439325
-23.5,0.4670914643318534
-22.5,0.4827661740315634
-21.5,0.5112752573550315
-20.5,0.5630957781776756
-19.5,0.6606222183240933
-18.5,0.856639945681641
-17.5,1.301645746405757
-16.5,2.631385615514731
-15.5,11.45607379534815
-14.5,9.261585911188257
-13.5,0.5315594736131182
-12.5,5.391892571270333
-11.5,4.15774770068135
-10.5,10.448726682767813
-9.5,7.117022023960148
-8.5,7.3674240685279
-7.5,17.702960667169677
-6.5,50.14873060175896
-5.5,66.47570415486373
-4.5,174.96320898439745
-3.5,308.6308725941752
-2.5,376.3432807572867
-1.5,471.05016573835917
-0.5,298.1700546905314
0.5,151.30444174429562
1.5,130.9666426589887
2.5,86.51297852730637
3.5,81.575347299059
4.5,70.72040722826381
5.5,77.50944888788199
6.5,103.01673996642002
7.5,117.3097154012667
8.5,96.5740484818499
9.5,88.28461868396404
10.5,90.12246920405164
11.5,91.86795250250242
12.5,65.50559517293891
13.5,67.69044042446235
14.5,82.90860545531419
15.5,61.77939376601894
16.5,83.02611931940746
17.5,71.24134119581626
18.5,28.94725646394525
19.5,3.0056670234206115
20.5,0.5968215786431261
21.5,0.6213630788988115
22.5,0.608555396838743
23.5,0.5865397931564887
24.5,0.5638449795109634
25.5,0.5428295033915864
26.5,0.5241291663962224
27.5,0.5078346648169814
28.5,0.4938648025009666
29.5,0.4821031583327482
