z,dens
-29.5,4.2611980244327174
-28.5,4.20315546606114
-27.5,4.162305861069936
-26.5,4.137945529071176
-25.5,4.129815845771572
-24.5,4.138125677793892
-23.5,4.163629632803139
-22.5,4.20779562400475
-21.5,4.273137857011391
-20.5,4.363896396814993
-19.5,4.48753736505932
-18.5,4.658493102801086
-17.5,4.909262016778457
-16.5,5.333105864179441
-15.5,6.33724435044506
-14.5,12.303212004576338
-13.5,12.40645859075872
-12.5,17.304624435600413
-11.5,11.647579273129654
-10.5,17.052522912460866
-9.5,5.0349459895525035
-8.5,18.947875647564185
-7.5,13.423753405652262
-6.5,15.151171524204177
-5.5,5.266452622798843
-4.5,23.929320992004357
-3.5,10.049770503912754
-2.5,44.82176292771401
-1.5,9.834031640791487
-0.5,361.3537652304234
0.5,664.8410227242164
1.5,238.33710674014657
2.5,46.52941750607599
3.5,22.219075668400382
4.5,21.164749284534665
5.5,20.12268794015351
6.5,29.035693287664426
7.5,44.84906609402984
8.5,25.31673100065703
9.5,31.61072910875308
10.5,103.985674729941
11.5,746.8182775946102
12.5,864.9695844543451
13.5,334.87418442002365
14.5,134.18698331507522
15.5,25.19351873810009
16.5,21.25935952145414
17.5,7.904895524433078
18.5,7.718732217245165
19.5,7.02079119332301
20.5,6.457092469007449
21.5,6.003420395177265
22.5,5.63433191650886
23.5,5.331001252822967
24.5,5.079851857745068
25.5,4.871002432442484
26.5,4.697160681306777
27.5,4.552879421586105
28.5,4.434057424822505
29.5,4.337601738412421
