z,dens
-29.5,0.47095003033034677
-28.5,0.48911021228103874
-27.5,0.5102337234449804
-26.5,0.5348855330041585
-25.5,0.5638133306358003
-24.5,0.5980244708631972
-23.5,0.638907810693851
-22.5,0.6884340025540626
-21.5,0.7495003706975825
-20.5,0.8265595142844715
-19.5,0.9268491635446148
-18.5,1.0630260019301754
-17.5,1.2595226478445556
-16.5,1.570671287413719
-15.5,2.147063626560745
-14.5,3.606841524534331
-13.5,12.091568234552737
-12.5,7.976855910520827
-11.5,1.091549678987987
-10.5,10.52355303982729
-9.5,12.093590091283902
-8.5,10.244145260831859
-7.5,12.750023984053854
-6.5,9.387462364280792
-5.5,8.48415535084298
-4.5,3.3799868922720244
-3.5,10.470827955653707
-2.5,22.690593558891212
-1.5,44.15407019699041
-0.5,104.82609802564217
0.5,173.24450699145984
1.5,242.9850228738651
2.5,270.3659818626548
3.5,478.48107762061886
4.5,466.9810888769907
5.5,533.7709661209115
6.5,517.8607746526446
7.5,237.94559422271908
8.5,69.55741042104187
9.5,37.70460637217861
10.5,18.972429863210575
11.5,2.7198342221953187
12.5,0.9777275033733129
13.5,0.5880408294867576
14.5,0.5047936618236396
15.5,0.45815198217880654
16.5,0.4304037201580429
17.5,0.413576127429762
18.5,0.40352229288861247
19.5,0.3979415414456854
20.5,0.3955115672704275
21.5,0.395458553186796
22.5,0.397330384176202
23.5,0.4008723136509445
24.5,0.4059571989175946
25.5,0.41254612426695797
26.5,0.42066675119600777
27.5,0.4304026590771097
28.5,0.44189015473708326
29.5,0.4553209092059433
