z,dens
-29.5,1.914444136291403
-28.5,1.8929189223096974
-27.5,1.8767018490585816
-26.5,1.8653260704624144
-25.5,1.8583338307574715
-24.5,1.8552246610575067
-23.5,1.8553811805083653
-22.5,1.8579547377504002
-21.5,1.8616850607019426
-20.5,1.8646374490856499
-19.5,1.8640123088958964
-18.5,1.8576507679038468
-17.5,1.862924726606201
-16.5,2.1599944600799463
-15.5,7.685129476642804
-14.5,10.0885174295334
-13.5,2.769782524420521
-12.5,5.596363062561031
-11.5,3.066061790788905
-10.5,7.577072599644715
-9.5,3.63840853264718
-8.5,11.76813344990266
-7.5,9.682745162768091
-6.5,21.621215855797907
-5.5,10.219543809792203
-4.5,16.19839548840051
-3.5,3.9896879161580676
-2.5,24.365242404850367
-1.5,38.14366593170131
-0.5,337.2483138270616
0.5,601.4640310369523
1.5,223.17070195653636
2.5,52.54066225532771
3.5,26.699063459218323
4.5,31.499932035598608
5.5,19.289485810595163
6.5,25.060289844297014
7.5,21.33069703839329
8.5,26.15676658002544
9.5,40.569063728914195
10.5,223.7684445854962
11.5,971.9614841236787
12.5,1308.5149380959601
13.5,599.2257187906229
14.5,186.10213059885416
15.5,74.42255891814139
16.5,23.362393014082166
17.5,2.5517801927825423
18.5,3.030397182975046
19.5,2.801983963522426
20.5,2.626513475380539
21.5,2.486095166165172
22.5,2.370527940192394
23.5,2.2739258794621198
24.5,2.192517510083333
25.5,2.1236818492058678
26.5,2.065497588018621
27.5,2.0165059695248675
28.5,1.9755717657051788
29.5,1.9417940401730431
