z,dens
-29.5,0.46904236659415455
-28.5,0.4501436249270064
-27.5,0.4340200109585272
-26.5,0.42034121597708657
-25.5,0.40886976947963255
-24.5,0.39945249478658434
-23.5,0.39202100577113536
-22.5,0.38660095544050477
-21.5,0.38332507830874174
-20.5,0.38241603897178267
-19.5,0.38395523634635403
-18.5,0.38658382687053494
-17.5,0.38609569583160797
-16.5,8.748870492482258
-15.5,0.9215011680095176
-14.5,2.458435901154886
-13.5,5.510836797123627
-12.5,2.2076465437115558
-11.5,3.2755915274926064
-10.5,2.823940069620275
-9.5,3.6717982973946985
-8.5,3.828413135071838
-7.5,3.234224188247467
-6.5,4.365414757357103
-5.5,4.1064434175665205
-4.5,5.200556716012211
-3.5,6.165538369188715
-2.5,9.70182672790943
-1.5,11.683790739036553
-0.5,10.284449708484782
0.5,7.020145842622573
1.5,6.118378984532512
2.5,5.430387876343275
3.5,5.950343350034027
4.5,5.213591916659231
5.5,8.679189082927344
6.5,3.997329664323428
7.5,5.69529176153552
8.5,3.7192447960171107
9.5,6.604912195106843
10.5,2.263654998212255
11.5,12.012084323133452
12.5,7.0829642809919555
13.5,38.391215491850254
14.5,29.71427175970796
15.5,4.7946477885478975
16.5,5.140118849827575
17.5,1.8738840559221632
18.5,1.5064374156936617
19.5,1.2398461284992417
20.5,1.0565189217502526
21.5,0.9230563403282724
22.5,0.8217141017201975
23.5,0.7423367440820645
24.5,0.6786828047279295
25.5,0.626697861269397
26.5,0.5836317853710173
27.5,0.5475540146619675
28.5,0.5170716169870091
29.5,0.49115757884272765
