z,dens
-29.5,2.1885728724179243
-28.5,2.2155967074111573
-27.5,2.2485887863562906
-26.5,2.287568851426484
-25.5,2.332612948616723
-24.5,2.383737318874167
-23.5,2.440737228596405
-22.5,2.5028967258871746
-21.5,2.568396319950497
-20.5,2.6329916070394237
-19.5,2.6867603841917114
-18.5,2.7050218315225694
-17.5,2.6192624770472355
-16.5,2.2544129012828877
-15.5,15.42454727923508
-14.5,6.08654586804916
-13.5,19.00443744728972
-12.5,4.893325028339313
-11.5,18.901527939049064
-10.5,5.418403277819146
-9.5,53.55697420879382
-8.5,51.2914188795469
-7.5,133.86537067381792
-6.5,226.50952023753604
-5.5,484.5972138424881
-4.5,635.880301601543
-3.5,654.1654741351929
-2.5,663.1958035047978
-1.5,649.1513357390761
-0.5,359.98955033620075
0.5,117.4473296290908
1.5,91.15058249785434
2.5,71.13505873446736
3.5,87.79382193536252
4.5,99.56228744231292
5.5,133.90378998231515
6.5,66.20233349774992
7.5,41.557566049887285
8.5,21.58972120380172
9.5,28.359240199765505
10.5,21.36051682395571
11.5,28.988620501219078
12.5,25.452968913657852
13.5,33.478954708266926
14.5,29.65147039460542
15.5,37.134740568360876
16.5,23.588238902110575
17.5,37.45375201728707
18.5,58.41128973843406
19.5,73.63136744365896
20.5,31.251545360471418
21.5,24.87049148950082
22.5,11.484440611806733
23.5,2.415482001194672
24.5,2.264297748248438
25.5,2.182395262985488
26.5,2.1537905284718306
27.5,2.1476078609031517
28.5,2.1535211865956745
29.5,2.1676854180145346
