z,dens
-29.5,1.4262122028947526
-28.5,1.3456188629139405
-27.5,1.2774625972962534
-26.5,1.2195439236646457
-25.5,1.1702065908482893
-24.5,1.1281987837743574
-23.5,1.0925832661614947
-22.5,1.062684869488237
-21.5,1.038072560935543
-20.5,1.018584612995079
-19.5,1.004426954531071
-18.5,0.9964284335064129
-17.5,0.9966957340241938
-16.5,1.010466806496462
-15.5,1.052346336629648
-14.5,1.173667627646807
-13.5,1.6461955043206433
-12.5,5.777053430252178
-11.5,2.7242164715821544
-10.5,0.9749043177424085
-9.5,1.602358081929446
-8.5,1.821583942312153
-7.5,1.9308474962929385
-6.5,4.673625637458615
-5.5,7.735963525582193
-4.5,135.45101217889646
-3.5,351.3905377928267
-2.5,503.77055779584316
-1.5,263.8858884929246
-0.5,90.955492178816
0.5,36.69166149061114
1.5,28.158925544945955
2.5,24.357618000697123
3.5,15.330782343285955
4.5,25.043970880175667
5.5,15.995655452730904
6.5,10.994449265587901
7.5,1.328187007330813
8.5,4.541093150559389
9.5,0.8498918249732923
10.5,6.366058846873712
11.5,1.5441578812354804
12.5,15.762220895668982
13.5,18.258387750672753
14.5,185.49132400733004
15.5,348.76656986878237
16.5,514.8622072797324
17.5,505.97942756726843
18.5,391.0404451218277
19.5,234.6395789757847
20.5,46.84614995091628
21.5,15.573987979945036
22.5,0.8522415919925992
23.5,2.854666842575334
24.5,2.4427153930385987
25.5,2.1675991558226637
26.5,1.9510089764249123
27.5,1.777936972496205
28.5,1.6375849346324276
29.5,1.5221946179742214
