z,dens
-29.5,1.62909313356074
-28.5,1.6810057567982122
-27.5,1.7416244671207872
-26.5,1.8123857586023662
-25.5,1.8951507576075064
-24.5,1.9923748638128806
-23.5,2.1073784539114455
-22.5,2.2448078184306994
-21.5,2.411494267725967
-20.5,2.6182764569354227
-19.5,2.8846725148838614
-18.5,3.2548201384150075
-17.5,3.8837683714726055
-16.5,6.200667503289748
-15.5,5.606195367852675
-14.5,20.3562301774111
-13.5,12.846879706405327
-12.5,48.81431277750576
-11.5,64.8493409331651
-10.5,161.8169589221341
-9.5,263.0306077922219
-8.5,286.73178221689625
-7.5,354.19462478276745
-6.5,337.0349162844398
-5.5,458.8133906007568
-4.5,341.9239151438776
-3.5,123.8326143316147
-2.5,28.155215134488163
-1.5,17.75944269405245
-0.5,1.5765667814212962
0.5,3.124801934384729
1.5,2.842078714980296
2.5,2.6088408262755616
3.5,2.4138659198278374
4.5,2.2514624834574484
5.5,2.1153647969818414
6.5,2.00045908127692
7.5,1.9028090509105335
8.5,1.8194071883010705
9.5,1.7479409319189851
10.5,1.6866146715263897
11.5,1.634020738403935
12.5,1.589046699737318
13.5,1.5508084364045938
14.5,1.5186014234992418
15.5,1.491864963400318
16.5,1.4701557681841368
17.5,1.4531284151989627
18.5,1.440520968504454
19.5,1.4321445893068194
20.5,1.4278763324580266
21.5,1.4276545986621465
22.5,1.4314769208638278
23.5,1.4393999352497278
24.5,1.4515415432253902
25.5,1.4680854291700025
26.5,1.4892882792180393
27.5,1.5154902730292272
28.5,1.5471297278332736
29.5,1.5847632151806772
